datetime,City,temperature,humidity,pressure,wind_speed,wind_direction,weather_description,Country,Latitude,Longitude
2012-10-02 10:00:00,Vancouver,284.588173552,88,849,0,281,broken clouds,Canada,49.24966,-123.119339
2012-10-02 11:00:00,Vancouver,284.586130164,89,890,0,295,broken clouds,Canada,49.24966,-123.119339
2012-10-02 12:00:00,Vancouver,284.584086776,89,932,0,309,broken clouds,Canada,49.24966,-123.119339
2012-10-02 13:00:00,Vancouver,284.582043388,90,973,0,323,broken clouds,Canada,49.24966,-123.119339
2012-10-02 14:00:00,Vancouver,284.58,91,1015,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-02 15:00:00,Vancouver,284.85,89,1027,0,346,sky is clear,Canada,49.24966,-123.119339
2012-10-02 16:00:00,Vancouver,286.26,76,1015,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-02 17:00:00,Vancouver,286.77,76,1014,0,45,sky is clear,Canada,49.24966,-123.119339
2012-10-02 18:00:00,Vancouver,288.95,67,,0,140,sky is clear,Canada,49.24966,-123.119339
2012-10-02 19:00:00,Vancouver,289.51,58,1013,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-02 20:00:00,Vancouver,289.67,53,1012,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-02 21:00:00,Vancouver,290.29,47,1011,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-02 22:00:00,Vancouver,291.09,45,1010,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-02 23:00:00,Vancouver,291.18,52,,0,110,light rain,Canada,49.24966,-123.119339
2012-10-03 00:00:00,Vancouver,291.26,49,1008,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-03 01:00:00,Vancouver,290.62,57,1008,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-03 02:00:00,Vancouver,288.11,72,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-03 03:00:00,Vancouver,287.21,76,,0,130,sky is clear,Canada,49.24966,-123.119339
2012-10-03 04:00:00,Vancouver,286.6,83,1008,1,202,sky is clear,Canada,49.24966,-123.119339
2012-10-03 05:00:00,Vancouver,285.96,87,,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-03 06:00:00,Vancouver,285.63,76,,11,320,sky is clear,Canada,49.24966,-123.119339
2012-10-03 07:00:00,Vancouver,284.71,81,,0,20,sky is clear,Canada,49.24966,-123.119339
2012-10-03 08:00:00,Vancouver,284.78,80,1009,0,202,sky is clear,Canada,49.24966,-123.119339
2012-10-03 09:00:00,Vancouver,284.24,81,1009,0,225,sky is clear,Canada,49.24966,-123.119339
2012-10-03 10:00:00,Vancouver,284.17,83,1009,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-03 11:00:00,Vancouver,283.25,85,1010,0,45,sky is clear,Canada,49.24966,-123.119339
2012-10-03 12:00:00,Vancouver,283.29,87,,0,110,sky is clear,Canada,49.24966,-123.119339
2012-10-03 13:00:00,Vancouver,283.35,87,1010,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-03 14:00:00,Vancouver,282.53,85,1010,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-03 15:00:00,Vancouver,282.83,80,1010,0,172,sky is clear,Canada,49.24966,-123.119339
2012-10-03 16:00:00,Vancouver,283.13,75,1010,0,164,sky is clear,Canada,49.24966,-123.119339
2012-10-03 17:00:00,Vancouver,283.43,70,1011,1,157,sky is clear,Canada,49.24966,-123.119339
2012-10-03 18:00:00,Vancouver,283.92,62,1012,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-03 19:00:00,Vancouver,285.06,63,1012,0,202,sky is clear,Canada,49.24966,-123.119339
2012-10-03 20:00:00,Vancouver,286.23,47,1012,0,45,sky is clear,Canada,49.24966,-123.119339
2012-10-03 21:00:00,Vancouver,286.73,48,1012,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-03 22:00:00,Vancouver,287.455,51,,0,168,few clouds,Canada,49.24966,-123.119339
2012-10-03 23:00:00,Vancouver,288.18,54,,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-04 00:00:00,Vancouver,288.24,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-04 01:00:00,Vancouver,286.5,62,,0,240,sky is clear,Canada,49.24966,-123.119339
2012-10-04 02:00:00,Vancouver,285.39,71,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-04 03:00:00,Vancouver,284.26,71,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-04 04:00:00,Vancouver,283.46,70,,1,40,sky is clear,Canada,49.24966,-123.119339
2012-10-04 05:00:00,Vancouver,283.74,57,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-04 06:00:00,Vancouver,282.71,61,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-04 07:00:00,Vancouver,282.44,70,1017,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 08:00:00,Vancouver,281.56,72,1018,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 09:00:00,Vancouver,281.42,71,1018,3,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 10:00:00,Vancouver,281.3,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-04 11:00:00,Vancouver,280.97,45,1019,3,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 12:00:00,Vancouver,280.92,43,1019,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 13:00:00,Vancouver,280.91,41,1019,3,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 14:00:00,Vancouver,280.04,40,1019,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 15:00:00,Vancouver,280.15,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-04 16:00:00,Vancouver,282.78,61,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-04 17:00:00,Vancouver,284.38,19,1020,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 18:00:00,Vancouver,286.8,19,1019,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 19:00:00,Vancouver,288.56,19,1019,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-04 20:00:00,Vancouver,289.26,19,1019,0,270,sky is clear,Canada,49.24966,-123.119339
2012-10-04 21:00:00,Vancouver,289.36,44,1032,0,0,broken clouds,Canada,49.24966,-123.119339
2012-10-04 22:00:00,Vancouver,290.15,,,1,200,sky is clear,Canada,49.24966,-123.119339
2012-10-04 23:00:00,Vancouver,289.66,25,,0,240,sky is clear,Canada,49.24966,-123.119339
2012-10-05 00:00:00,Vancouver,288.87,29,,0,190,sky is clear,Canada,49.24966,-123.119339
2012-10-05 01:00:00,Vancouver,287.18,26,,0,280,sky is clear,Canada,49.24966,-123.119339
2012-10-05 02:00:00,Vancouver,285.06,46,,1,20,sky is clear,Canada,49.24966,-123.119339
2012-10-05 03:00:00,Vancouver,283.93,37,,2,360,sky is clear,Canada,49.24966,-123.119339
2012-10-05 04:00:00,Vancouver,283.34,46,,1,20,sky is clear,Canada,49.24966,-123.119339
2012-10-05 05:00:00,Vancouver,282.68,46,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-05 06:00:00,Vancouver,281.81,40,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-05 07:00:00,Vancouver,281.23,46,,1,15,sky is clear,Canada,49.24966,-123.119339
2012-10-05 08:00:00,Vancouver,280.65,52,,0,20,sky is clear,Canada,49.24966,-123.119339
2012-10-05 09:00:00,Vancouver,280.325,52,,0,190,sky is clear,Canada,49.24966,-123.119339
2012-10-05 10:00:00,Vancouver,280,52,,0,360,sky is clear,Canada,49.24966,-123.119339
2012-10-05 11:00:00,Vancouver,279.86,73,1015,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-05 12:00:00,Vancouver,279.54,72,1016,0,45,sky is clear,Canada,49.24966,-123.119339
2012-10-05 13:00:00,Vancouver,278.57,49,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-05 14:00:00,Vancouver,278.51,78,1016,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-05 15:00:00,Vancouver,278.91,52,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-05 16:00:00,Vancouver,281.86,61,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-05 17:00:00,Vancouver,282.78,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-05 18:00:00,Vancouver,287.56,19,1016,0,202,sky is clear,Canada,49.24966,-123.119339
2012-10-05 19:00:00,Vancouver,288.12,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-05 20:00:00,Vancouver,289.1,19,1016,1,337,sky is clear,Canada,49.24966,-123.119339
2012-10-05 21:00:00,Vancouver,289.53,22,1015,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-05 22:00:00,Vancouver,290.09,19,1015,0,225,sky is clear,Canada,49.24966,-123.119339
2012-10-05 23:00:00,Vancouver,290.67,19,1015,1,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 00:00:00,Vancouver,290.41,19,1015,0,270,sky is clear,Canada,49.24966,-123.119339
2012-10-06 01:00:00,Vancouver,288.83,19,1014,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-06 02:00:00,Vancouver,286.9,36,1014,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 03:00:00,Vancouver,285.3,44,1014,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 04:00:00,Vancouver,284.4,50,1014,1,45,sky is clear,Canada,49.24966,-123.119339
2012-10-06 05:00:00,Vancouver,283.59,44,1015,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 06:00:00,Vancouver,282.59,48,1014,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 07:00:00,Vancouver,282.29,54,1015,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 08:00:00,Vancouver,281.45,50,,0,11,sky is clear,Canada,49.24966,-123.119339
2012-10-06 09:00:00,Vancouver,280.61,46,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-06 10:00:00,Vancouver,281.03,46,,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-06 11:00:00,Vancouver,280.97,46,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-06 12:00:00,Vancouver,280.64,63,1015,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-06 13:00:00,Vancouver,280.18,69,1016,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 14:00:00,Vancouver,279.64,72,1016,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 15:00:00,Vancouver,279.54,74,1016,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-06 16:00:00,Vancouver,281.37,100,1030,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-06 17:00:00,Vancouver,284.48,35,1016,1,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 18:00:00,Vancouver,287.38,19,1016,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-06 19:00:00,Vancouver,289.94,19,1016,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 20:00:00,Vancouver,290.24,19,1015,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 21:00:00,Vancouver,290.61,19,1015,2,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 22:00:00,Vancouver,291.65,19,1015,2,337,sky is clear,Canada,49.24966,-123.119339
2012-10-06 23:00:00,Vancouver,291.78,26,,0,240,sky is clear,Canada,49.24966,-123.119339
2012-10-07 00:00:00,Vancouver,290.94,28,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-07 01:00:00,Vancouver,289.96,23,1014,0,337,sky is clear,Canada,49.24966,-123.119339
2012-10-07 02:00:00,Vancouver,287.37,38,,2,10,sky is clear,Canada,49.24966,-123.119339
2012-10-07 03:00:00,Vancouver,286.74,,,1,360,sky is clear,Canada,49.24966,-123.119339
2012-10-07 04:00:00,Vancouver,284.45,43,,1,20,sky is clear,Canada,49.24966,-123.119339
2012-10-07 05:00:00,Vancouver,284.12,53,1013,2,22,sky is clear,Canada,49.24966,-123.119339
2012-10-07 06:00:00,Vancouver,283.71,35,,1,18,sky is clear,Canada,49.24966,-123.119339
2012-10-07 07:00:00,Vancouver,283.3,17,,1,14,sky is clear,Canada,49.24966,-123.119339
2012-10-07 08:00:00,Vancouver,282.89,,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-07 09:00:00,Vancouver,282.49,,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-07 10:00:00,Vancouver,281.61,62,1014,0,45,sky is clear,Canada,49.24966,-123.119339
2012-10-07 11:00:00,Vancouver,282.07,50,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-07 12:00:00,Vancouver,281.16,53,,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-07 13:00:00,Vancouver,280.46,50,,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-07 14:00:00,Vancouver,280.29,100,1027,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-07 15:00:00,Vancouver,280.76,74,1014,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-07 16:00:00,Vancouver,283.47,66,1025,0,0,few clouds,Canada,49.24966,-123.119339
2012-10-07 17:00:00,Vancouver,285.62,50,,0,220,sky is clear,Canada,49.24966,-123.119339
2012-10-07 18:00:00,Vancouver,286.44,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-07 19:00:00,Vancouver,288.93,63,1025,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-07 20:00:00,Vancouver,290.04,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-07 21:00:00,Vancouver,291.3,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-07 22:00:00,Vancouver,293.09,48,,0,200,sky is clear,Canada,49.24966,-123.119339
2012-10-07 23:00:00,Vancouver,293.09,45,,0,240,sky is clear,Canada,49.24966,-123.119339
2012-10-08 00:00:00,Vancouver,291.2,45,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-08 01:00:00,Vancouver,289.65,48,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-08 02:00:00,Vancouver,287.12,55,,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-08 03:00:00,Vancouver,286.42,,,4,330,sky is clear,Canada,49.24966,-123.119339
2012-10-08 04:00:00,Vancouver,285.37,51,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-08 05:00:00,Vancouver,284.99,54,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-08 06:00:00,Vancouver,284.2,50,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-08 07:00:00,Vancouver,283.72,54,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-08 08:00:00,Vancouver,283.58,65,1010,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 09:00:00,Vancouver,283.2,54,,1,10,sky is clear,Canada,49.24966,-123.119339
2012-10-08 10:00:00,Vancouver,282.87,75,1009,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 11:00:00,Vancouver,282.49,54,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-08 12:00:00,Vancouver,282.21,80,1009,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 13:00:00,Vancouver,282.14,83,1009,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 14:00:00,Vancouver,280.88,87,1009,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 15:00:00,Vancouver,280.71,88,1009,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-08 16:00:00,Vancouver,284.02,66,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-08 17:00:00,Vancouver,285.34,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-08 18:00:00,Vancouver,289.06,51,,0,210,sky is clear,Canada,49.24966,-123.119339
2012-10-08 19:00:00,Vancouver,289.74,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-08 20:00:00,Vancouver,289.69,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-08 21:00:00,Vancouver,290.41,,,0,274,sky is clear,Canada,49.24966,-123.119339
2012-10-08 22:00:00,Vancouver,291.43,40,,0,230,sky is clear,Canada,49.24966,-123.119339
2012-10-08 23:00:00,Vancouver,292.2,37,,1,200,sky is clear,Canada,49.24966,-123.119339
2012-10-09 00:00:00,Vancouver,291.34,40,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-09 01:00:00,Vancouver,289.68,55,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-09 02:00:00,Vancouver,287.4,54,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-09 03:00:00,Vancouver,286.39,54,,0,20,sky is clear,Canada,49.24966,-123.119339
2012-10-09 04:00:00,Vancouver,285.49,58,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-09 05:00:00,Vancouver,285.25,54,,0,360,sky is clear,Canada,49.24966,-123.119339
2012-10-09 06:00:00,Vancouver,284.79,54,,1,360,sky is clear,Canada,49.24966,-123.119339
2012-10-09 07:00:00,Vancouver,283.79,58,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-09 08:00:00,Vancouver,283.265,60,,0,5,sky is clear,Canada,49.24966,-123.119339
2012-10-09 09:00:00,Vancouver,282.74,62,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-09 10:00:00,Vancouver,282.62,66,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-09 11:00:00,Vancouver,282.27,66,,0,20,sky is clear,Canada,49.24966,-123.119339
2012-10-09 12:00:00,Vancouver,282.2,86,1003,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-09 13:00:00,Vancouver,281.55,66,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-09 14:00:00,Vancouver,281.29,66,,0,30,fog,Canada,49.24966,-123.119339
2012-10-09 15:00:00,Vancouver,281.08,66,,0,40,fog,Canada,49.24966,-123.119339
2012-10-09 16:00:00,Vancouver,282.63,92,1004,0,22,sky is clear,Canada,49.24966,-123.119339
2012-10-09 17:00:00,Vancouver,285.65,76,1014,1,250,sky is clear,Canada,49.24966,-123.119339
2012-10-09 18:00:00,Vancouver,287.92,72,1015,2,240,sky is clear,Canada,49.24966,-123.119339
2012-10-09 19:00:00,Vancouver,289.75,63,1015,2,290,sky is clear,Canada,49.24966,-123.119339
2012-10-09 20:00:00,Vancouver,291.38,59,1014,2,250,sky is clear,Canada,49.24966,-123.119339
2012-10-09 21:00:00,Vancouver,291.1,55,1014,2,300,sky is clear,Canada,49.24966,-123.119339
2012-10-09 22:00:00,Vancouver,291.73,55,1014,3,260,sky is clear,Canada,49.24966,-123.119339
2012-10-09 23:00:00,Vancouver,291.67,48,,1,200,sky is clear,Canada,49.24966,-123.119339
2012-10-10 00:00:00,Vancouver,291.94,55,1013,1,290,sky is clear,Canada,49.24966,-123.119339
2012-10-10 01:00:00,Vancouver,290.11,59,1013,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-10 02:00:00,Vancouver,287.51,62,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-10 03:00:00,Vancouver,286.33,62,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-10 04:00:00,Vancouver,285.48,76,1014,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-10 05:00:00,Vancouver,284.52,62,,0,50,sky is clear,Canada,49.24966,-123.119339
2012-10-10 06:00:00,Vancouver,284.09,81,1015,1,90,sky is clear,Canada,49.24966,-123.119339
2012-10-10 07:00:00,Vancouver,283.85,62,,0,30,sky is clear,Canada,49.24966,-123.119339
2012-10-10 08:00:00,Vancouver,283.71,81,1016,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-10 09:00:00,Vancouver,283.2,83,1016,0,40,sky is clear,Canada,49.24966,-123.119339
2012-10-10 10:00:00,Vancouver,282.69,85,1016,1,80,sky is clear,Canada,49.24966,-123.119339
2012-10-10 11:00:00,Vancouver,282.18,87,1017,2,120,sky is clear,Canada,49.24966,-123.119339
2012-10-10 12:00:00,Vancouver,282.01,81,,1,30,sky is clear,Canada,49.24966,-123.119339
2012-10-10 13:00:00,Vancouver,281.53,76,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-10 14:00:00,Vancouver,281.27,93,1019,4,110,sky is clear,Canada,49.24966,-123.119339
2012-10-10 15:00:00,Vancouver,281.74,,,5,120,overcast clouds,Canada,49.24966,-123.119339
2012-10-10 16:00:00,Vancouver,282.13,87,1019,4,100,sky is clear,Canada,49.24966,-123.119339
2012-10-10 17:00:00,Vancouver,283.77,100,1019,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-10 18:00:00,Vancouver,283.97,81,1020,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-10 19:00:00,Vancouver,285.22,81,1020,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-10 20:00:00,Vancouver,286.55,81,1020,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-10 21:00:00,Vancouver,287.99,76,1019,3,140,sky is clear,Canada,49.24966,-123.119339
2012-10-10 22:00:00,Vancouver,288.045,72,1016,2,166,sky is clear,Canada,49.24966,-123.119339
2012-10-10 23:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 00:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 01:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 02:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 03:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 04:00:00,Vancouver,288.1,69,1013,1,192,sky is clear,Canada,49.24966,-123.119339
2012-10-11 05:00:00,Vancouver,284.94,78,1015,3,146,sky is clear,Canada,49.24966,-123.119339
2012-10-11 06:00:00,Vancouver,281.78,87,1017,4,100,sky is clear,Canada,49.24966,-123.119339
2012-10-11 07:00:00,Vancouver,281.365,90,,2,50,sky is clear,Canada,49.24966,-123.119339
2012-10-11 08:00:00,Vancouver,280.95,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-11 09:00:00,Vancouver,280.93,93,1017,1,90,sky is clear,Canada,49.24966,-123.119339
2012-10-11 10:00:00,Vancouver,280.52,93,1016,1,80,sky is clear,Canada,49.24966,-123.119339
2012-10-11 11:00:00,Vancouver,280.23,,1016,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-11 12:00:00,Vancouver,280.09,,1016,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-11 13:00:00,Vancouver,279.96,93,1016,1,100,sky is clear,Canada,49.24966,-123.119339
2012-10-11 14:00:00,Vancouver,280.3,93,1016,1,100,sky is clear,Canada,49.24966,-123.119339
2012-10-11 15:00:00,Vancouver,280.55,,,1,130,mist,Canada,49.24966,-123.119339
2012-10-11 16:00:00,Vancouver,282.1625,19,,1,150,sky is clear,Canada,49.24966,-123.119339
2012-10-11 17:00:00,Vancouver,283.775,38,,1,171,sky is clear,Canada,49.24966,-123.119339
2012-10-11 18:00:00,Vancouver,285.3875,57,,1,191,sky is clear,Canada,49.24966,-123.119339
2012-10-11 19:00:00,Vancouver,287,76,1013,1,212,sky is clear,Canada,49.24966,-123.119339
2012-10-11 20:00:00,Vancouver,287,76,1013,1,212,sky is clear,Canada,49.24966,-123.119339
2012-10-11 21:00:00,Vancouver,284.66,87,,0,220,sky is clear,Canada,49.24966,-123.119339
2012-10-11 22:00:00,Vancouver,284.99,93,,0,200,sky is clear,Canada,49.24966,-123.119339
2012-10-11 23:00:00,Vancouver,284.8,93,,0,220,sky is clear,Canada,49.24966,-123.119339
2012-10-12 00:00:00,Vancouver,284.28,93,,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-12 01:00:00,Vancouver,283.87,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 02:00:00,Vancouver,283.87,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 03:00:00,Vancouver,283.68,87,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 04:00:00,Vancouver,283.48,87,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 05:00:00,Vancouver,283.52,87,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 06:00:00,Vancouver,283.56,93,,0,270,sky is clear,Canada,49.24966,-123.119339
2012-10-12 07:00:00,Vancouver,283.42,93,,0,0,mist,Canada,49.24966,-123.119339
2012-10-12 08:00:00,Vancouver,283.32,93,,0,0,mist,Canada,49.24966,-123.119339
2012-10-12 09:00:00,Vancouver,283.24,93,,0,70,mist,Canada,49.24966,-123.119339
2012-10-12 10:00:00,Vancouver,283.09,93,,0,290,mist,Canada,49.24966,-123.119339
2012-10-12 11:00:00,Vancouver,282.9,93,,0,310,mist,Canada,49.24966,-123.119339
2012-10-12 12:00:00,Vancouver,282.9,93,1016,1,150,mist,Canada,49.24966,-123.119339
2012-10-12 13:00:00,Vancouver,282.37,93,,0,100,mist,Canada,49.24966,-123.119339
2012-10-12 14:00:00,Vancouver,282.31,93,,0,0,mist,Canada,49.24966,-123.119339
2012-10-12 15:00:00,Vancouver,282.64,93,,0,0,mist,Canada,49.24966,-123.119339
